name,city,swift_code
"CREDIT AGRICOLE","LE PUY EN VELAY","AGRIFRPPLEY"
"CREDIT AGRICOLE","LE PUY EN VELAY","AGRIFRPPPUY"
"CREDIT AGRICOLE","LE PUY SAINTE REPARADE","AGRIFRPPPSR"
"CREDIT AGRICOLE","LE RAINCY","AGRIFRPPRAI"
"CREDIT AGRICOLE","LE THOR","AGRIFRPPTHO"
"CREDIT AGRICOLE","LENS","AGRIFRPPLEN"
"CREDIT AGRICOLE","LEOGNAN","AGRIFRPPLEG"
"CREDIT AGRICOLE","LES HERBIERS","AGRIFRPPLEH"
"CREDIT AGRICOLE","LES MENUIRES","AGRIFRPPMES"
"CREDIT AGRICOLE","LES MUREAUX","AGRIFRPPLMX"
"CREDIT AGRICOLE","LES SABLES D'OLONNE","AGRIFRPPLSA"
"CREDIT AGRICOLE","LESPARRE","AGRIFRPPLES"
"CREDIT AGRICOLE","LEVALLOIS PERRET","AGRIFRPPLEP"
"CREDIT AGRICOLE","LIBOURNE","AGRIFRPPLIB"
"CREDIT AGRICOLE","LILLE","AGRIFRPP867"
"CREDIT AGRICOLE","LIMOGES","AGRIFRPP895"
"CREDIT AGRICOLE","LISIEUX","AGRIFRPPLIS"
"CREDIT AGRICOLE","LOGNES","AGRIFRPPLMV"
"CREDIT AGRICOLE","LOMME","AGRIFRPPLOM"
"CREDIT AGRICOLE","LONGJUMEAU","AGRIFRPPLCJ"
"CREDIT AGRICOLE","LONGWY","AGRIFRPPLOW"
"CREDIT AGRICOLE","LONS LE SAUNIER","AGRIFRPPLON"
"CREDIT AGRICOLE","LORIENT","AGRIFRPPLOR"
"CREDIT AGRICOLE","LOUDEAC","AGRIFRPPLOD"
"CREDIT AGRICOLE","LOUHANS","AGRIFRPPLOA"
"CREDIT AGRICOLE","LOURDES","AGRIFRPPLOU"
"CREDIT AGRICOLE","LUCON","AGRIFRPPLUC"
"CREDIT AGRICOLE","LUNEVILLE","AGRIFRPPLUN"
"CREDIT AGRICOLE","LYON","AGRIFRPP878"
"CREDIT AGRICOLE","MACON","AGRIFRPPMAC"
"CREDIT AGRICOLE","MAISONS ALFORT","AGRIFRPPMAI"
"CREDIT AGRICOLE","MAISONS LAFFITTE","AGRIFRPPMAL"
"CREDIT AGRICOLE","MALAKOFF","AGRIFRPPMOF"
"CREDIT AGRICOLE","MALLEMORT","AGRIFRPPMAT"
"CREDIT AGRICOLE","MANOSQUE","AGRIFRPPMAN"
"CREDIT AGRICOLE","MANTES LA JOLIE","AGRIFRPPMLJ"
"CREDIT AGRICOLE","MARGAUX","AGRIFRPPMAG"
"CREDIT AGRICOLE","MARIGNANE","AGRIFRPPMGN"
"CREDIT AGRICOLE","MARMANDE","AGRIFRPPMAD"
"CREDIT AGRICOLE","MARNE LA VALLEE","AGRIFRPPMVA"
"CREDIT AGRICOLE","MARSEILLE","AGRIFRPPMAR"
"CREDIT AGRICOLE","MARTIGUES","AGRIFRPPMTS"
"CREDIT AGRICOLE","MASSY","AGRIFRPPMAS"
"CREDIT AGRICOLE","MAUBEUGE","AGRIFRPPMAU"
"CREDIT AGRICOLE","MAULEON BAROUSSE","AGRIFRPPMAB"
"CREDIT AGRICOLE","MAYENNE","AGRIFRPPMAY"
"CREDIT AGRICOLE","MAZAMET","AGRIFRPPMAZ"
"CREDIT AGRICOLE","MEAUX","AGRIFRPPMEA"
"CREDIT AGRICOLE","MEGEVE","AGRIFRPPMEG"
"CREDIT AGRICOLE","MELUN","AGRIFRPPMEL"
"CREDIT AGRICOLE","MENDE","AGRIFRPPMED"
"CREDIT AGRICOLE","MENTON","AGRIFRPPMEN"
"CREDIT AGRICOLE","MER","AGRIFRPP907"
"CREDIT AGRICOLE","MERIBEL","AGRIFRPPMEI"
"CREDIT AGRICOLE","MERIBEL LES ALLUES","AGRIFRPPMER"
"CREDIT AGRICOLE","MERU","AGRIFRPPMUE"
"CREDIT AGRICOLE","METZ","AGRIFRPP861"
"CREDIT AGRICOLE","MEURSAULT","AGRIFRPPMEU"
"CREDIT AGRICOLE","MEYLAN","AGRIFRPPMEY"
"CREDIT AGRICOLE","MEYZIEU","AGRIFRPPMZU"
"CREDIT AGRICOLE","MEYZIEU","AGRIFRPPMEZ"
"CREDIT AGRICOLE","MILLAU","AGRIFRPPMIL"
"CREDIT AGRICOLE","MIRAMAS","AGRIFRPPMIS"
"CREDIT AGRICOLE","MIRECOURT","AGRIFRPPMIR"
"CREDIT AGRICOLE","MITRY MORY","AGRIFRPPMYM"
"CREDIT AGRICOLE","MODANE","AGRIFRPPMOD"
"CREDIT AGRICOLE","MOLSHEIM","AGRIFRPPMOL"
"CREDIT AGRICOLE","MONISTROL SUR LOIRE","AGRIFRPPMOI"
"CREDIT AGRICOLE","MONT DE MARSAN","AGRIFRPPMDM"
"CREDIT AGRICOLE","MONTAIGU","AGRIFRPPMOA"
"CREDIT AGRICOLE","MONTARGIS","AGRIFRPPMTG"
"CREDIT AGRICOLE","MONTAUBAN","AGRIFRPPTTB"
"CREDIT AGRICOLE","MONTBELIARD","AGRIFRPPMOT"
"CREDIT AGRICOLE","MONTELIMAR","AGRIFRPPMOR"
"CREDIT AGRICOLE","MONTEREAU","AGRIFRPPMTE"
"CREDIT AGRICOLE","MONTEUX","AGRIFRPPMTX"
"CREDIT AGRICOLE","MONTFAVET","AGRIFRPPMTF"
"CREDIT AGRICOLE","MONTLUCON","AGRIFRPPMLU"
"CREDIT AGRICOLE","MONTLUEL","AGRIFRPPMOU"
"CREDIT AGRICOLE","MONTPELLIER","AGRIFRPPMPL"
"CREDIT AGRICOLE","MONTREJEAU","AGRIFRPPMON"
"CREDIT AGRICOLE","MONTREUIL","AGRIFRPPMTR"
"CREDIT AGRICOLE","MONTREUIL SUR MER","AGRIFRPPMOM"
"CREDIT AGRICOLE","MONTROUGE","AGRIFRPPMRG"
"CREDIT AGRICOLE","MORLAIX","AGRIFRPPMOX"
"CREDIT AGRICOLE","MORTAGNE AU PERCHE","AGRIFRPPMOE"
"CREDIT AGRICOLE","MOULINS SUR ALLIER","AGRIFRPPMLS"
"CREDIT AGRICOLE","MULHOUSE","AGRIFRPPMUL"
"CREDIT AGRICOLE","MURET","AGRIFRPPMET"
"CREDIT AGRICOLE","NANCY","AGRIFRPPNAN"
"CREDIT AGRICOLE","NANGIS","AGRIFRPPNAI"
"CREDIT AGRICOLE","NANTERRE","AGRIFRPPNTE"
"CREDIT AGRICOLE","NANTES","AGRIFRPP847"
"CREDIT AGRICOLE","NARBONNE","AGRIFRPPNAR"
"CREDIT AGRICOLE","NEMOURS","AGRIFRPPNEM"
"CREDIT AGRICOLE","NEUFCHATEL EN BRAY","AGRIFRPPNEB"
"CREDIT AGRICOLE","NEUILLY SUR SEINE","AGRIFRPPNEU"
"CREDIT AGRICOLE","NEVERS","AGRIFRPPNEV"
"CREDIT AGRICOLE","NICE","AGRIFRPPNIC"
"CREDIT AGRICOLE","NIMES","AGRIFRPPNIM"
"CREDIT AGRICOLE","NOGENT SUR SEINE","AGRIFRPPNOG"
"CREDIT AGRICOLE","NOISIEL","AGRIFRPPNOI"
"CREDIT AGRICOLE","NOISY LE GRAND","AGRIFRPPNLG"
"CREDIT AGRICOLE","NOYON","AGRIFRPPNOY"
"CREDIT AGRICOLE","NUITS SAINT GEORGES","AGRIFRPPNUI"
"CREDIT AGRICOLE","OBERNAI","AGRIFRPPOBN"
"CREDIT AGRICOLE","ORANGE","AGRIFRPPORA"
"CREDIT AGRICOLE","OULLINS","AGRIFRPPOUL"
"CREDIT AGRICOLE","OYONNAX","AGRIFRPPOYX"
"CREDIT AGRICOLE","PAMIERS","AGRIFRPPPAI"
"CREDIT AGRICOLE","PANTIN","AGRIFRPPPAN"
"CREDIT AGRICOLE","PARAY LE MONIAL","AGRIFRPPPLM"
"CREDIT AGRICOLE","PARIS","AGRIFRPPCLS"
"CREDIT AGRICOLE","PARIS","AGRIFRPP882"
"CREDIT AGRICOLE","PAUILLAC","AGRIFRPPPAU"
"CREDIT AGRICOLE","PEAGE DE ROUSSILLON","AGRIFRPPRIN"
"CREDIT AGRICOLE","PERIGUEUX","AGRIFRPPPER"
"CREDIT AGRICOLE","PERPIGNAN","AGRIFRPP871"
"CREDIT AGRICOLE","PERTUIS","AGRIFRPPPTS"
"CREDIT AGRICOLE","PEZENAS","AGRIFRPPPEZ"
"CREDIT AGRICOLE","PITHIVIERS","AGRIFRPPPIT"
"CREDIT AGRICOLE","PLAN DE CUQUES","AGRIFRPPPDU"
"CREDIT AGRICOLE","PLOERMEL","AGRIFRPPPLO"
"CREDIT AGRICOLE","PLOUFRAGAN","AGRIFRPPPFA"
"CREDIT AGRICOLE","POISSY","AGRIFRPPPOI"
"CREDIT AGRICOLE","POITIERS","AGRIFRPP894"
"CREDIT AGRICOLE","PONT A MOUSSON","AGRIFRPPPAM"
"CREDIT AGRICOLE","PONT DE BEAUVOISIN","AGRIFRPPPBV"
"CREDIT AGRICOLE","PONT DE CHERUY","AGRIFRPPPCU"
"CREDIT AGRICOLE","PONT DE CHERUY","AGRIFRPPPCY"
"CREDIT AGRICOLE","PONT DE CLAIX","AGRIFRPPPDC"
"CREDIT AGRICOLE","PONTCHARRA","AGRIFRPPPON"
"CREDIT AGRICOLE","PONTORSON","AGRIFRPPPSO"
"CREDIT AGRICOLE","POUILLY SUR LOIRE","AGRIFRPPPOU"
"CREDIT AGRICOLE","PRADES","AGRIFRPPPRA"
"CREDIT AGRICOLE","PRIVAS","AGRIFRPPPRI"
"CREDIT AGRICOLE","PROVINS","AGRIFRPPPRO"
"CREDIT AGRICOLE","PUGET SUR ARGENS","AGRIFRPPPUG"
"CREDIT AGRICOLE","PUJOLS","AGRIFRPPPUJ"
"CREDIT AGRICOLE","PUTEAUX","AGRIFRPPPTX"
"CREDIT AGRICOLE","QUIMPER","AGRIFRPP829"
"CREDIT AGRICOLE","REDON","AGRIFRPPRED"
"CREDIT AGRICOLE","REIMS","AGRIFRPP802"
"CREDIT AGRICOLE","RENNES","AGRIFRPP836"
"CREDIT AGRICOLE","REVEL","AGRIFRPPREL"
"CREDIT AGRICOLE","RIOM","AGRIFRPPRIO"
"CREDIT AGRICOLE","RIVESALTES","AGRIFRPPRIV"
"CREDIT AGRICOLE","ROANNE","AGRIFRPPROA"
"CREDIT AGRICOLE","RODEZ","AGRIFRPPROD"
"CREDIT AGRICOLE","ROISSY EN BRIE","AGRIFRPPROE"
"CREDIT AGRICOLE","ROISSY EN FRANCE","AGRIFRPPROI"
"CREDIT AGRICOLE","ROMANS SUR ISERE","AGRIFRPPRSI"
"CREDIT AGRICOLE","ROSNY SOUS BOIS","AGRIFRPPRSB"
"CREDIT AGRICOLE","ROUBAIX","AGRIFRPPROU"
"CREDIT AGRICOLE","ROUEN","AGRIFRPP883"
"CREDIT AGRICOLE","RUEIL MALMAISON","AGRIFRPPRUM"
"CREDIT AGRICOLE","RUNGIS","AGRIFRPPRUN"
"CREDIT AGRICOLE","SAINT-AFFRIQUE","AGRIFRPPSAB"
"CREDIT AGRICOLE","SAINT-AFFRIQUE","AGRIFRPPSAF"
"CREDIT AGRICOLE","SAINT-ANDRE-DE-CUBZAC","AGRIFRPPSAZ"
"CREDIT AGRICOLE","SAINT-AVOLD","AGRIFRPPSTA"
"CREDIT AGRICOLE","SAINT-BONNET-EN-CHAMPSAUR","AGRIFRPPSBC"
"CREDIT AGRICOLE","SAINT-BRIEUC","AGRIFRPP822"
"CREDIT AGRICOLE","SAINT-CERE","AGRIFRPPSAC"
"CREDIT AGRICOLE","SAINT-CHRISTOPHE-EN-BRIONNAIS","AGRIFRPPSCB"
"CREDIT AGRICOLE","SAINT-DENIS","AGRIFRPPSDN"
"CREDIT AGRICOLE","SAINT-DIE-DES-VOSGES","AGRIFRPPSTD"
"CREDIT AGRICOLE","SAINT-DIZIER","AGRIFRPPSDZ"
"CREDIT AGRICOLE","SAINT-EGREVE","AGRIFRPPSEG"
"CREDIT AGRICOLE","SAINT-EMILION","AGRIFRPPSEL"
"CREDIT AGRICOLE","SAINT-ETIENNE","AGRIFRPP845"
"CREDIT AGRICOLE","SAINT-GAUDENS","AGRIFRPPSGS"
"CREDIT AGRICOLE","SAINT-GERMAIN-EN-LAYE","AGRIFRPPSGL"
"CREDIT AGRICOLE","SAINT-GILLES-CROIX-DE-VIE","AGRIFRPPSGV"
"CREDIT AGRICOLE","SAINT-GIRONS","AGRIFRPPCGR"
"CREDIT AGRICOLE","SAINT-HILAIRE-DU-HARCOUET","AGRIFRPPSHH"
"CREDIT AGRICOLE","SAINT-JEAN-DE-LUZ","AGRIFRPPLUZ"
"CREDIT AGRICOLE","SAINT-JEAN-DE-MAURIENNE","AGRIFRPPSJM"
"CREDIT AGRICOLE","SAINT-JEAN-EN-ROYANS","AGRIFRPPSJR"
"CREDIT AGRICOLE","SAINT-JEAN-PIED-DE-PORT","AGRIFRPPSJP"
"CREDIT AGRICOLE","SAINT-LAURENT-DU-VAR","AGRIFRPPSLV"
"CREDIT AGRICOLE","SAINT-LEU-LA-FORET","AGRIFRPPSLF"
"CREDIT AGRICOLE","SAINT-LOUIS","AGRIFRPPSAL"
"CREDIT AGRICOLE","SAINT-MALO","AGRIFRPPSMR"
"CREDIT AGRICOLE","SAINT-MANDE","AGRIFRPPSMT"
"CREDIT AGRICOLE","SAINT-MARCELLIN","AGRIFRPPSMN"
"CREDIT AGRICOLE","SAINT-MARTIN-D'HERES","AGRIFRPPSMH"
"CREDIT AGRICOLE","SAINT-MARTIN-DE-CRAU","AGRIFRPPSMC"
"CREDIT AGRICOLE","SAINT-MAUR-DES-FOSSES (LE PARC)","AGRIFRPPPSM"
"CREDIT AGRICOLE","SAINT-MIHIEL","AGRIFRPPSMI"
"CREDIT AGRICOLE","SAINT-NAZAIRE","AGRIFRPPNAZ"
"CREDIT AGRICOLE","SAINT-OMER","AGRIFRPPSTO"
"CREDIT AGRICOLE","SAINT-OUEN","AGRIFRPPSAO"
"CREDIT AGRICOLE","SAINT-PERAY","AGRIFRPPSAY"
"CREDIT AGRICOLE","SAINT-POL-DE-LEON","AGRIFRPPPOL"
"CREDIT AGRICOLE","SAINT-PRIEST","AGRIFRPPSPT"
"CREDIT AGRICOLE","SAINT-QUENTIN","AGRIFRPPSTQ"
"CREDIT AGRICOLE","SAINT-QUENTIN-EN-YVELINES","AGRIFRPPSQY"
"CREDIT AGRICOLE","SAINT-QUENTIN-FALLAVIER","AGRIFRPPSQF"
"CREDIT AGRICOLE","SAINT-RAMBERT-D'ALBON","AGRIFRPPSRA"
"CREDIT AGRICOLE","SAINT-RAPHAEL","AGRIFRPPSTR"
"CREDIT AGRICOLE","SAINT-REMY-DE-PROVENCE","AGRIFRPPSRP"
"CREDIT AGRICOLE","SAINT-TROPEZ","AGRIFRPPSTP"
"CREDIT AGRICOLE","SAINT-VIVIEN-DE-MEDOC","AGRIFRPPSVV"
"CREDIT AGRICOLE","SAINTE-FOY-LA-GRANDE","AGRIFRPPSFG"
"CREDIT AGRICOLE","SAINTE-MAXIME","AGRIFRPPSTM"
"CREDIT AGRICOLE","SALON-DE-PROVENCE","AGRIFRPPSDP"
"CREDIT AGRICOLE","SANARY-SUR-MER","AGRIFRPPSNY"
"CREDIT AGRICOLE","SANCERRE","AGRIFRPPSAE"
"CREDIT AGRICOLE","SANNOIS","AGRIFRPPSAN"
"CREDIT AGRICOLE","SARLAT","AGRIFRPPSAA"
"CREDIT AGRICOLE","SARRE-UNION","AGRIFRPPSUN"
"CREDIT AGRICOLE","SARREBOURG","AGRIFRPPSRB"
"CREDIT AGRICOLE","SARREGUEMINES","AGRIFRPPSAR"
"CREDIT AGRICOLE","SARTROUVILLE","AGRIFRPPSAT"
"CREDIT AGRICOLE","SAUMUR","AGRIFRPPSAU"
"CREDIT AGRICOLE","SAUVETERRE-DE-GUYENNE","AGRIFRPPSGE"
"CREDIT AGRICOLE","SAVERNE","AGRIFRPPSAV"
"CREDIT AGRICOLE","SCEAUX","AGRIFRPPSCE"
"CREDIT AGRICOLE","SECLIN","AGRIFRPPSEC"
"CREDIT AGRICOLE","SEDAN","AGRIFRPPSED"
"CREDIT AGRICOLE","SELESTAT","AGRIFRPPSLT"
"CREDIT AGRICOLE","SENLIS","AGRIFRPPSLS"
"CREDIT AGRICOLE","SENS","AGRIFRPPSEN"
"CREDIT AGRICOLE","SETE","AGRIFRPPSET"
"CREDIT AGRICOLE","SEVRES","AGRIFRPPSEV"
"CREDIT AGRICOLE","SEYSSINET-PARISET","AGRIFRPPSEP"
"CREDIT AGRICOLE","SIX-FOURS-LES-PLAGES","AGRIFRPPSIX"
"CREDIT AGRICOLE","SOISSONS","AGRIFRPPSOS"
"CREDIT AGRICOLE","SORGUES","AGRIFRPPSOR"
"CREDIT AGRICOLE","SOUILLAC","AGRIFRPPSOU"
"CREDIT AGRICOLE","SOYAUX","AGRIFRPP824"
"CREDIT AGRICOLE","STRASBOURG","AGRIFRPP872"
"CREDIT AGRICOLE","SURESNES","AGRIFRPPSUR"
"CREDIT AGRICOLE","TAIN L'HERMITAGE","AGRIFRPPTAH"
"CREDIT AGRICOLE","TAIN L'HERMITAGE","AGRIFRPPTAE"
"CREDIT AGRICOLE","TARBES","AGRIFRPP869"
"CREDIT AGRICOLE","TARGON","AGRIFRPPTAR"
"CREDIT AGRICOLE","TASSIN-LA-DEMI-LUNE","AGRIFRPPTAS"
"CREDIT AGRICOLE","THANN","AGRIFRPPTHN"
"CREDIT AGRICOLE","THIERS","AGRIFRPPTHI"
"CREDIT AGRICOLE","THIONVILLE","AGRIFRPPTHV"
"CREDIT AGRICOLE","THONON LES BAINS","AGRIFRPPTLB"
"CREDIT AGRICOLE","TIGNES","AGRIFRPPTIG"
"CREDIT AGRICOLE","TORCY","AGRIFRPPMLV"
"CREDIT AGRICOLE","TOUL","AGRIFRPPTOL"
"CREDIT AGRICOLE","TOULON","AGRIFRPPTLN"
"CREDIT AGRICOLE","TOULOUSE","AGRIFRPP831"
"CREDIT AGRICOLE","TOURCOING","AGRIFRPPTRG"
"CREDIT AGRICOLE","TOURNON","AGRIFRPPTNN"
"CREDIT AGRICOLE","TOURNUS","AGRIFRPPTNS"
"CREDIT AGRICOLE","TOURS","AGRIFRPPTOU"
"CREDIT AGRICOLE","TRETS","AGRIFRPPTRT"
"CREDIT AGRICOLE","TROUVILLE-SUR-MER","AGRIFRPPTRM"
"CREDIT AGRICOLE","TROYES","AGRIFRPP810"
"CREDIT AGRICOLE","TULLE","AGRIFRPPTUL"
"CREDIT AGRICOLE","USSEL","AGRIFRPPUSS"
"CREDIT AGRICOLE","UZES","AGRIFRPPUZE"
"CREDIT AGRICOLE","VAISON LA ROMAINE","AGRIFRPPVLR"
"CREDIT AGRICOLE","VAL D'ISERE","AGRIFRPPVAI"
"CREDIT AGRICOLE","VAL THORENS","AGRIFRPPVTH"
"CREDIT AGRICOLE","VALENCE","AGRIFRPPVAL"
"CREDIT AGRICOLE","VALENCIENNES","AGRIFRPPVCS"
"CREDIT AGRICOLE","VALLONS PONT D'ARC","AGRIFRPPVAA"
"CREDIT AGRICOLE","VALOGNES","AGRIFRPPVGE"
"CREDIT AGRICOLE","VALREAS","AGRIFRPPVAS"
"CREDIT AGRICOLE","VANNES","AGRIFRPP860"
"CREDIT AGRICOLE","VAUVERT","AGRIFRPPVAU"
"CREDIT AGRICOLE","VELIZY VILLACOUBLAY","AGRIFRPPVLZ"
"CREDIT AGRICOLE","VERDUN","AGRIFRPPVRN"
"CREDIT AGRICOLE","VERNON","AGRIFRPPVER"
"CREDIT AGRICOLE","VERSAILLES","AGRIFRPPVRS"
"CREDIT AGRICOLE","VESOUL","AGRIFRPPVES"
"CREDIT AGRICOLE","VEYNES","AGRIFRPPVEY"
"CREDIT AGRICOLE","VICHY","AGRIFRPPVIC"
"CREDIT AGRICOLE","VIENNE","AGRIFRPPVIE"
"CREDIT AGRICOLE","VIERZON","AGRIFRPPVIZ"
"CREDIT AGRICOLE","VILLEDIEU LES POELES","AGRIFRPPVIL"
"CREDIT AGRICOLE","VILLEFRANCHE","AGRIFRPPVIF"
"CREDIT AGRICOLE","VILLEFRANCHE DE ROUERGUE","AGRIFRPPVIR"
"CREDIT AGRICOLE","VILLEFRANCHE SUR SAONE","AGRIFRPPVSS"
"CREDIT AGRICOLE","VILLENAVE D'ORNON","AGRIFRPPVVO"
"CREDIT AGRICOLE","VILLENEUVE D'ASCQ","AGRIFRPPVDA"
"CREDIT AGRICOLE","VILLENEUVE LES AVIGNON","AGRIFRPPVIA"
"CREDIT AGRICOLE","VILLENEUVE SUR LOT","AGRIFRPPVSL"
"CREDIT AGRICOLE","VILLEPINTE","AGRIFRPPVIP"
"CREDIT AGRICOLE","VILLERS LES NANCY","AGRIFRPPVLN"
"CREDIT AGRICOLE","VILLERUPT","AGRIFRPPVIU"
"CREDIT AGRICOLE","VILLEURBANNE","AGRIFRPPVBE"
"CREDIT AGRICOLE","VINCENNES","AGRIFRPPVIN"
"CREDIT AGRICOLE","VIRE","AGRIFRPPVIX"
"CREDIT AGRICOLE","VITRE","AGRIFRPPVIT"
"CREDIT AGRICOLE","VITROLLES","AGRIFRPPVTL"
"CREDIT AGRICOLE","VITRY LE FRANCOIS","AGRIFRPPVLF"
"CREDIT AGRICOLE","VOIRON","AGRIFRPPVOI"
"CREDIT AGRICOLE","VOREPPE","AGRIFRPPVOR"
"CREDIT AGRICOLE","WISSEMBOURG","AGRIFRPPWSB"
"CREDIT AGRICOLE","YVETOT","AGRIFRPPYVE"
"CREDIT AGRICOLE CIB","LILLE","BSUIFRPPLIL"
"CREDIT AGRICOLE CIB","LYON","BSUIFRPPLYO"
"CREDIT AGRICOLE CIB","MARSEILLE","BSUIFRPPMAR"
"CREDIT AGRICOLE CIB","MONTROUGE","BSUIFRPP"
"CREDIT AGRICOLE CIB","NANTES","BSUIFRPPNAN"
"CREDIT AGRICOLE CIB","PARIS","BSUIFRPPCAP"
"CREDIT AGRICOLE CIB","PARIS","BSUIFRPPDMA"
"CREDIT AGRICOLE CIB","PARIS","BSUIFRPPPRI"
"CREDIT AGRICOLE SA","ANNECY","AGRIFRPPACY"
"CREDIT AGRICOLE SA","AURILLAC","AGRIFRPPAUQ"
"CREDIT AGRICOLE SA","BERGERAC","AGRIFRPPBEG"
"CREDIT AGRICOLE SA","BOIS GUILLAUME","AGRIFRPPBGU"
"CREDIT AGRICOLE SA","BRUNOY","AGRIFRPPBRY"
"CREDIT AGRICOLE SA","MONTROUGE","AGRIFRPP184"
"CREDIT AGRICOLE SA","MONTROUGE","AGRIFRPP23A"
"CREDIT AGRICOLE SA","MONTROUGE","AGRIFRPP27A"
"CREDIT AGRICOLE SA","MONTROUGE","AGRIFRPP"
"CREDIT AGRICOLE SA","NIORT","AGRIFRPPNIO"
"CREDIT AGRICOLE SA","ORLEANS","AGRIFRPPORL"
"CREDIT AGRICOLE SA","PAU","AGRIFRPPPAO"
"CREDIT COMMERCIAL DU SUD-OUEST","MERIGNAC","CCBPFRPP555"
"CREDIT COOPERATIF","NANTERRE","CCOPFRPPFXD"
"CREDIT COOPERATIF","NANTERRE","CCOPFRCP"
"CREDIT COOPERATIF","NANTERRE","CCOPFRPP"
"CREDIT DU NORD","LILLE","NORDFRPPASV"
"CREDIT DU NORD","LILLE","NORDFRPPGSM"
"CREDIT DU NORD","LILLE","NORDFRPP"
"CREDIT FONCIER DE FRANCE","PARIS","CFFRFRPPSSS"
"CREDIT FONCIER DE FRANCE","PARIS","CFFRFRPPTG2"
"CREDIT FONCIER DE FRANCE","PARIS","CFFRFRPP"
"CREDIT MUTUEL","LA ROCHE SUR YON","CMCIFR2ACMO"
"CREDIT MUTUEL","LAVAL","CMCIFR2ALAV"
"CREDIT MUTUEL","LILLE","CMCIFR2ABCM"
"CREDIT MUTUEL","LILLE","CMCIFR2ACMN"
"CREDIT MUTUEL","STRASBOURG","CMCIFR2ACEE"
"CREDIT MUTUEL","STRASBOURG","CMCIFR2A"
"CREDIT MUTUEL - CIC BANQUES","LYON","CMCIFRPAGAR"
"CREDIT MUTUEL - CIC BANQUES","PARIS","CMCIFRPA"
"CREDIT MUTUEL - CIC BANQUES","PARIS","CMCIFRPARFT"
"CREDIT MUTUEL - CIC BANQUES","PARIS","CMCIFRPACCM"
"CREDIT MUTUEL - CIC BANQUES","PARIS","CMCIFRPADGE"
"CREDIT MUTUEL - CIC BANQUES","STRASBOURG","CMCIFRPAPOR"
"CREDIT MUTUEL - CIC BANQUES","STRASBOURG","CMCIFRPAGMT"
"CREDIT MUTUEL - CIC BANQUES","STRASBOURG","CMCIFRPADOC"
"CREDIT MUTUEL - CIC BANQUES","STRASBOURG","CMCIFRPAPEN"
"CREDIT MUTUEL - CIC BANQUES","STRASBOURG","CMCIFRPACHQ"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BPBS"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BCME"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BEFI"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BCAL"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BARK"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BTIT"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BFIR"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2B"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BSFH"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BSCF"
"CREDIT MUTUEL ARKEA","BREST","CMBRFR2BDOC"
"CREDIT MUTUEL ARKEA","LE RELECQ-KERHUON","CMBRFR2BAIS"
"CREDIT SUISSE (LUXEMBOURG) S.A.","PARIS","CRESFRPP"
"CRITEO SA","PARIS","CTIEFRPP"
"CRONITE HOLDING S.A.S.","ARNAGE","CRNHFR22"
"CROUZET AUTOMATISMES SAS","VALENCE","CRZAFR2V"
"CYRILLUS VERTBAUDET GROUP","TOURCOING","CYVBFR22"
"DALENYS PAYMENT S.A.S.","PARIS","DALPFRPP"
"DAMARTEX S.A.","ROUBAIX","DAMXFR22"
"DANONE S.A.","PARIS","DAFIFRPP"
"DASSAULT AVIATION SA","PARIS","DAAVFRPA"
"DASSAULT SYSTEMES","VELIZY VILLACOUBLAY","DSSAFR22"
"DBAPPAREL S.A.S","LEVALLOIS PERRET","DBAGFRPP"
"DBV TECHNOLOGIES S.A.","MONTROUGE","DBVTFR2M"
"DECATHLON SA","VILLENEUVE D'ASCQ","OXYLFR22"
"DELPHARM INDUSTRIE S.A.S.","BOULOGNE BILLANCOURT","DEPIFRPP"
"DERICHEBOURG SA","PARIS","DERHFRPP"
"DESCARTES TRADING","PUTEAUX","DETDFRPP"
"DEUTSCHE BANK AG","PARIS","DEUTFRPPSSS"
"DEUTSCHE BANK AG","PARIS","DEUTFRPPSEC"
"DEUTSCHE BANK AG","PARIS","DEUTFRPP"
"DEXIA CREDIT LOCAL","PARIS","CLFRFRCC"
"DEXIA CREDIT LOCAL","PARIS","CLFRFRPP"
"DIRAMODE","VILLENEUVE D'ASCQ","PIMKFR22"
"EBI SA","PARIS","ECOCFRPP"
"EBI SA","PARIS","ECOCFRPPBDF"
"EDENRED SA","MALAKOFF","EDERFR22"
"EDF RENOUVELABLES","PARIS","EDFNFRPP"
"EDMOND DE ROTHSCHILD (FRANCE)","PARIS","COFIFRPPRAM"
"EDMOND DE ROTHSCHILD (FRANCE)","PARIS","COFIFRPPRIM"
"EDMOND DE ROTHSCHILD (FRANCE)","PARIS","COFIFRCP"
"EDMOND DE ROTHSCHILD (FRANCE)","PARIS","COFIFRPP"
"EGIS S.A.","GUYANCOURT","EGISFR22"
"EIFFAGE S.A.","VELIZY-VILLACOUBLAY","EIFGFRPP"
